date,store,category,units_sold,revenue,promotion_flag
2023-06-28,Store_C,Apparel,499,9164.88,0
2023-06-28,Store_C,Electronics,746,32623.76,0
2023-06-28,Store_C,Groceries,549,3574.78,0
2023-06-29,Store_A,Apparel,507,9484.96,0
2023-06-29,Store_A,Electronics,769,33769.61,0
2023-06-29,Store_A,Groceries,612,4000.37,0
2023-06-29,Store_B,Apparel,369,6318.31,0
2023-06-29,Store_B,Electronics,583,26019.25,0
2023-06-29,Store_B,Groceries,362,2257.33,0
2023-06-29,Store_C,Apparel,427,8009.51,0
2023-06-29,Store_C,Electronics,702,31633.98,0
2023-06-29,Store_C,Groceries,506,3229.22,0
2023-06-30,Store_A,Apparel,464,8078.03,0
2023-06-30,Store_A,Electronics,791,33914.39,0
2023-06-30,Store_A,Groceries,470,3027.94,0
2023-06-30,Store_B,Apparel,293,5216.67,0
2023-06-30,Store_B,Electronics,474,20603.63,0
2023-06-30,Store_B,Groceries,375,2494.93,0
2023-06-30,Store_C,Apparel,419,7777.38,0
2023-06-30,Store_C,Electronics,635,29003.12,0
2023-06-30,Store_C,Groceries,441,2735.65,0
2023-07-01,Store_A,Apparel,417,7446.46,0
2023-07-01,Store_A,Electronics,543,24756.02,0
2023-07-01,Store_A,Groceries,529,3592.45,0
2023-07-01,Store_B,Apparel,289,5206.78,0
2023-07-01,Store_B,Electronics,455,20487.44,0
2023-07-01,Store_B,Groceries,451,2797.5,1
2023-07-01,Store_C,Apparel,345,6278.22,0
2023-07-01,Store_C,Electronics,487,21822.88,0
2023-07-01,Store_C,Groceries,600,4087.32,1
2023-07-02,Store_A,Apparel,373,6937.47,0
2023-07-02,Store_A,Electronics,557,24880.52,0
2023-07-02,Store_A,Groceries,450,2815.71,0
2023-07-02,Store_B,Apparel,253,4375.58,0
2023-07-02,Store_B,Electronics,409,17641.59,0
2023-07-02,Store_B,Groceries,388,2443.97,1
2023-07-02,Store_C,Apparel,308,5631.98,0
2023-07-02,Store_C,Electronics,401,18165.85,0
2023-07-02,Store_C,Groceries,331,2187.32,0
2023-07-03,Store_A,Apparel,448,7676.31,0
2023-07-03,Store_A,Electronics,630,28486.49,0
2023-07-03,Store_A,Groceries,588,4003.05,0
2023-07-03,Store_B,Apparel,304,5492.62,0
2023-07-03,Store_B,Electronics,578,24830.49,0
2023-07-03,Store_B,Groceries,397,2622.86,0
2023-07-03,Store_C,Apparel,369,6407.72,0
2023-07-03,Store_C,Electronics,580,25881.83,0
2023-07-03,Store_C,Groceries,507,3427.92,0
2023-07-04,Store_A,Apparel,582,10069.74,0
2023-07-04,Store_A,Electronics,844,36744.31,0
2023-07-04,Store_A,Groceries,574,3630.5,0
2023-07-04,Store_B,Apparel,375,6965.64,0
2023-07-04,Store_B,Electronics,608,27414.27,0
2023-07-04,Store_B,Groceries,690,4304.85,1
2023-07-04,Store_C,Apparel,498,8937.26,0
2023-07-04,Store_C,Electronics,828,37352.26,1
2023-07-04,Store_C,Groceries,514,3507.74,0
2023-07-05,Store_A,Apparel,562,10612.26,0
2023-07-05,Store_A,Electronics,906,39938.01,0
2023-07-05,Store_A,Groceries,727,4854.45,0
2023-07-05,Store_B,Apparel,330,5867.32,0
2023-07-05,Store_B,Electronics,607,26626.38,0
2023-07-05,Store_B,Groceries,493,3355.7,0
2023-07-05,Store_C,Apparel,538,9491.29,0
2023-07-05,Store_C,Electronics,675,31749.76,0
2023-07-05,Store_C,Groceries,604,3883.59,0
2023-07-06,Store_A,Apparel,529,9312.89,0
2023-07-06,Store_A,Electronics,735,33616.85,0
2023-07-06,Store_A,Groceries,841,5378.47,1
2023-07-06,Store_B,Apparel,339,6012.08,0
2023-07-06,Store_B,Electronics,512,22107.74,0
2023-07-06,Store_B,Groceries,391,2635.13,0
2023-07-06,Store_C,Apparel,405,7240.41,0
2023-07-06,Store_C,Electronics,605,27224.54,0
2023-07-06,Store_C,Groceries,508,3221.01,0
2023-07-07,Store_A,Apparel,466,8786.89,0
2023-07-07,Store_A,Electronics,571,26890.6,0
2023-07-07,Store_A,Groceries,497,3115.2,0
2023-07-07,Store_B,Apparel,310,5490.06,0
2023-07-07,Store_B,Electronics,476,21257.02,0
2023-07-07,Store_B,Groceries,437,2876.38,0
2023-07-07,Store_C,Apparel,410,7499.74,0
2023-07-07,Store_C,Electronics,570,25016.91,0
2023-07-07,Store_C,Groceries,476,2996.19,0
2023-07-08,Store_A,Apparel,329,5734.0,0
2023-07-08,Store_A,Electronics,599,25743.15,0
2023-07-08,Store_A,Groceries,488,3285.52,0
2023-07-08,Store_B,Apparel,287,5384.57,0
2023-07-08,Store_B,Electronics,400,18747.25,0
2023-07-08,Store_B,Groceries,365,2448.2,0
2023-07-08,Store_C,Apparel,307,5332.12,0
2023-07-08,Store_C,Electronics,531,24513.28,0
2023-07-08,Store_C,Groceries,379,2467.24,0
2023-07-09,Store_A,Apparel,380,6744.99,0
2023-07-09,Store_A,Electronics,561,26230.53,0
2023-07-09,Store_A,Groceries,613,3908.34,1
2023-07-09,Store_B,Apparel,252,4331.32,0
2023-07-09,Store_B,Electronics,429,19737.8,0
2023-07-09,Store_B,Groceries,282,1904.04,0
2023-07-09,Store_C,Apparel,286,4899.55,0
2023-07-09,Store_C,Electronics,497,22001.76,0
2023-07-09,Store_C,Groceries,373,2450.22,0
2023-07-10,Store_A,Apparel,436,8046.45,0
2023-07-10,Store_A,Electronics,694,31470.1,0
2023-07-10,Store_A,Groceries,472,3116.74,0
2023-07-10,Store_B,Apparel,440,7876.5,1
2023-07-10,Store_B,Electronics,486,22560.25,0
2023-07-10,Store_B,Groceries,392,2486.71,0
2023-07-10,Store_C,Apparel,359,6395.39,0
2023-07-10,Store_C,Electronics,594,27575.22,0
2023-07-10,Store_C,Groceries,455,2949.34,0
2023-07-11,Store_A,Apparel,512,9361.41,0
2023-07-11,Store_A,Electronics,873,39536.11,0
2023-07-11,Store_A,Groceries,652,4266.16,0
2023-07-11,Store_B,Apparel,308,5413.49,0
2023-07-11,Store_B,Electronics,601,28050.84,0
2023-07-11,Store_B,Groceries,437,2939.75,0
2023-07-11,Store_C,Apparel,461,8150.45,0
2023-07-11,Store_C,Electronics,713,30663.13,0
2023-07-11,Store_C,Groceries,483,3104.1,0
2023-07-12,Store_A,Apparel,544,9871.44,0
2023-07-12,Store_A,Electronics,771,34695.97,0
2023-07-12,Store_A,Groceries,691,4478.81,0
2023-07-12,Store_B,Apparel,366,6847.44,0
2023-07-12,Store_B,Electronics,663,31245.08,0
2023-07-12,Store_B,Groceries,478,3012.17,0
2023-07-12,Store_C,Apparel,422,7535.56,0
2023-07-12,Store_C,Electronics,741,32785.4,0
2023-07-12,Store_C,Groceries,520,3267.88,0
2023-07-13,Store_A,Apparel,462,8340.86,0
2023-07-13,Store_A,Electronics,775,33373.26,0
2023-07-13,Store_A,Groceries,556,3612.49,0
2023-07-13,Store_B,Apparel,359,6200.97,0
2023-07-13,Store_B,Electronics,444,20505.97,0
2023-07-13,Store_B,Groceries,451,2906.1,0
2023-07-13,Store_C,Apparel,450,8449.29,0
2023-07-13,Store_C,Electronics,519,22407.63,0
2023-07-13,Store_C,Groceries,476,3076.01,0
2023-07-14,Store_A,Apparel,444,8266.48,0
2023-07-14,Store_A,Electronics,739,31891.14,0
2023-07-14,Store_A,Groceries,579,3850.9,0
2023-07-14,Store_B,Apparel,312,5566.27,0
2023-07-14,Store_B,Electronics,535,24335.99,0
2023-07-14,Store_B,Groceries,445,2909.35,0
2023-07-14,Store_C,Apparel,398,7312.36,0
2023-07-14,Store_C,Electronics,580,25017.68,0
2023-07-14,Store_C,Groceries,432,2691.54,0
2023-07-15,Store_A,Apparel,354,6203.11,0
2023-07-15,Store_A,Electronics,505,22954.32,0
2023-07-15,Store_A,Groceries,399,2486.59,0
2023-07-15,Store_B,Apparel,286,5100.03,0
2023-07-15,Store_B,Electronics,416,18468.08,0
2023-07-15,Store_B,Groceries,345,2290.47,0
2023-07-15,Store_C,Apparel,331,5855.2,0
2023-07-15,Store_C,Electronics,429,19610.77,0
2023-07-15,Store_C,Groceries,420,2829.66,0
2023-07-16,Store_A,Apparel,371,6639.58,0
2023-07-16,Store_A,Electronics,544,24090.67,0
2023-07-16,Store_A,Groceries,373,2465.28,0
2023-07-16,Store_B,Apparel,217,4057.71,0
2023-07-16,Store_B,Electronics,394,17165.55,0
2023-07-16,Store_B,Groceries,435,2694.65,1
2023-07-16,Store_C,Apparel,285,4965.47,0
2023-07-16,Store_C,Electronics,468,20818.52,0
2023-07-16,Store_C,Groceries,356,2209.15,0
2023-07-17,Store_A,Apparel,418,7264.76,0
2023-07-17,Store_A,Electronics,635,29767.34,0
2023-07-17,Store_A,Groceries,521,3520.54,0
2023-07-17,Store_B,Apparel,324,5666.08,0
2023-07-17,Store_B,Electronics,601,27549.82,1
2023-07-17,Store_B,Groceries,365,2322.8,0
2023-07-17,Store_C,Apparel,382,6957.47,0
2023-07-17,Store_C,Electronics,478,22309.05,0
2023-07-17,Store_C,Groceries,417,2678.15,0
2023-07-18,Store_A,Apparel,489,8886.45,0
2023-07-18,Store_A,Electronics,780,34772.13,0
2023-07-18,Store_A,Groceries,616,3826.94,0
2023-07-18,Store_B,Apparel,351,6409.54,0
2023-07-18,Store_B,Electronics,535,25266.59,0
2023-07-18,Store_B,Groceries,675,4435.11,1
2023-07-18,Store_C,Apparel,342,6253.0,0
2023-07-18,Store_C,Electronics,659,29703.65,0
2023-07-18,Store_C,Groceries,507,3163.73,0
2023-07-19,Store_A,Apparel,487,8547.33,0
2023-07-19,Store_A,Electronics,833,36147.84,0
2023-07-19,Store_A,Groceries,606,3797.45,0
2023-07-19,Store_B,Apparel,361,6260.44,0
2023-07-19,Store_B,Electronics,605,27136.13,0
2023-07-19,Store_B,Groceries,507,3248.5,0
2023-07-19,Store_C,Apparel,460,8266.44,0
2023-07-19,Store_C,Electronics,718,31648.75,0
2023-07-19,Store_C,Groceries,525,3506.34,0
2023-07-20,Store_A,Apparel,472,8354.83,0
2023-07-20,Store_A,Electronics,698,32084.43,0
2023-07-20,Store_A,Groceries,599,3977.85,0
2023-07-20,Store_B,Apparel,362,6811.81,0
2023-07-20,Store_B,Electronics,607,27925.98,0
2023-07-20,Store_B,Groceries,410,2738.29,0
2023-07-20,Store_C,Apparel,401,7010.67,0
2023-07-20,Store_C,Electronics,566,26032.6,0
2023-07-20,Store_C,Groceries,474,3023.3,0
2023-07-21,Store_A,Apparel,432,7753.64,0
2023-07-21,Store_A,Electronics,635,27984.51,0
2023-07-21,Store_A,Groceries,542,3500.9,0
2023-07-21,Store_B,Apparel,337,6122.42,0
2023-07-21,Store_B,Electronics,513,23073.67,0
2023-07-21,Store_B,Groceries,355,2342.49,0
2023-07-21,Store_C,Apparel,317,5436.99,0
2023-07-21,Store_C,Electronics,605,27562.64,0
2023-07-21,Store_C,Groceries,412,2574.39,0
2023-07-22,Store_A,Apparel,371,6361.98,0
2023-07-22,Store_A,Electronics,565,25489.76,0
2023-07-22,Store_A,Groceries,468,3012.66,0
2023-07-22,Store_B,Apparel,283,5158.32,0
2023-07-22,Store_B,Electronics,441,19709.92,0
2023-07-22,Store_B,Groceries,284,1796.97,0
2023-07-22,Store_C,Apparel,318,5589.86,0
2023-07-22,Store_C,Electronics,496,22988.7,0
2023-07-22,Store_C,Groceries,355,2314.77,0
2023-07-23,Store_A,Apparel,309,5335.04,0
2023-07-23,Store_A,Electronics,480,22027.32,0
2023-07-23,Store_A,Groceries,404,2530.67,0
2023-07-23,Store_B,Apparel,278,4970.86,0
2023-07-23,Store_B,Electronics,369,16456.06,0
2023-07-23,Store_B,Groceries,306,1918.58,0
2023-07-23,Store_C,Apparel,297,5323.1,0
2023-07-23,Store_C,Electronics,453,20677.7,0
2023-07-23,Store_C,Groceries,366,2478.03,0
2023-07-24,Store_A,Apparel,366,6710.49,0
2023-07-24,Store_A,Electronics,594,27799.91,0
2023-07-24,Store_A,Groceries,526,3421.31,0
2023-07-24,Store_B,Apparel,328,5810.88,0
2023-07-24,Store_B,Electronics,443,19944.22,0
2023-07-24,Store_B,Groceries,372,2449.2,0
2023-07-24,Store_C,Apparel,307,5685.11,0
2023-07-24,Store_C,Electronics,574,24969.9,0
2023-07-24,Store_C,Groceries,436,2949.81,0
2023-07-25,Store_A,Apparel,513,9168.41,0
2023-07-25,Store_A,Electronics,803,37190.83,0
2023-07-25,Store_A,Groceries,582,3641.72,0
2023-07-25,Store_B,Apparel,339,5926.68,0
2023-07-25,Store_B,Electronics,521,23132.94,0
2023-07-25,Store_B,Groceries,416,2690.61,0
2023-07-25,Store_C,Apparel,386,7193.79,0
2023-07-25,Store_C,Electronics,635,29061.66,0
2023-07-25,Store_C,Groceries,508,3219.33,0
2023-07-26,Store_A,Apparel,562,10485.02,0
2023-07-26,Store_A,Electronics,731,33475.14,0
2023-07-26,Store_A,Groceries,713,4623.66,0
2023-07-26,Store_B,Apparel,376,6838.38,0
2023-07-26,Store_B,Electronics,552,25457.95,0
2023-07-26,Store_B,Groceries,485,3048.14,0
2023-07-26,Store_C,Apparel,723,12900.69,1
2023-07-26,Store_C,Electronics,683,30401.68,0
2023-07-26,Store_C,Groceries,641,4258.02,1
2023-07-27,Store_A,Apparel,420,7707.17,0
2023-07-27,Store_A,Electronics,739,33852.37,0
2023-07-27,Store_A,Groceries,522,3482.44,0
2023-07-27,Store_B,Apparel,322,6059.46,0
2023-07-27,Store_B,Electronics,548,25582.95,1
2023-07-27,Store_B,Groceries,390,2490.99,0
2023-07-27,Store_C,Apparel,382,7079.61,0
2023-07-27,Store_C,Electronics,601,26945.32,0
2023-07-27,Store_C,Groceries,471,2917.7,0
2023-07-28,Store_A,Apparel,463,7924.05,0
2023-07-28,Store_A,Electronics,672,31588.48,0
2023-07-28,Store_A,Groceries,586,3716.92,0
2023-07-28,Store_B,Apparel,348,6176.17,0
2023-07-28,Store_B,Electronics,445,20791.73,0
2023-07-28,Store_B,Groceries,367,2338.52,0
2023-07-28,Store_C,Apparel,382,7215.23,0
2023-07-28,Store_C,Electronics,553,25934.06,0
2023-07-28,Store_C,Groceries,429,2685.84,0
2023-07-29,Store_A,Apparel,360,6555.63,0
2023-07-29,Store_A,Electronics,484,21335.3,0
2023-07-29,Store_A,Groceries,433,2809.09,0
2023-07-29,Store_B,Apparel,278,5195.73,0
2023-07-29,Store_B,Electronics,381,16678.14,0
2023-07-29,Store_B,Groceries,313,1954.77,0
2023-07-29,Store_C,Apparel,326,5995.11,0
2023-07-29,Store_C,Electronics,446,19788.95,0
2023-07-29,Store_C,Groceries,382,2482.87,0
2023-07-30,Store_A,Apparel,325,5612.33,0
2023-07-30,Store_A,Electronics,483,20650.67,0
2023-07-30,Store_A,Groceries,360,2455.13,0
2023-07-30,Store_B,Apparel,235,4081.43,0
2023-07-30,Store_B,Electronics,361,16888.15,0
2023-07-30,Store_B,Groceries,282,1841.6,0
2023-07-30,Store_C,Apparel,286,5265.68,0
2023-07-30,Store_C,Electronics,394,17928.5,0
2023-07-30,Store_C,Groceries,350,2213.29,0
2023-07-31,Store_A,Apparel,392,7254.23,0
2023-07-31,Store_A,Electronics,681,29946.15,0
2023-07-31,Store_A,Groceries,540,3575.51,0
2023-07-31,Store_B,Apparel,313,5879.71,0
2023-07-31,Store_B,Electronics,457,20239.15,0
2023-07-31,Store_B,Groceries,364,2428.38,0
2023-07-31,Store_C,Apparel,370,6932.75,0
2023-07-31,Store_C,Electronics,522,23169.32,0
2023-07-31,Store_C,Groceries,375,2510.2,0
2023-08-01,Store_A,Apparel,434,8195.97,0
2023-08-01,Store_A,Electronics,698,30523.9,0
2023-08-01,Store_A,Groceries,593,3986.08,0
2023-08-01,Store_B,Apparel,321,5691.61,0
2023-08-01,Store_B,Electronics,553,24410.46,0
2023-08-01,Store_B,Groceries,461,3019.11,0
2023-08-01,Store_C,Apparel,350,6198.03,0
2023-08-01,Store_C,Electronics,620,26769.29,0
2023-08-01,Store_C,Groceries,497,3369.76,0
2023-08-02,Store_A,Apparel,532,9605.88,0
2023-08-02,Store_A,Electronics,752,34387.65,0
2023-08-02,Store_A,Groceries,646,4163.24,0
2023-08-02,Store_B,Apparel,370,6579.9,0
2023-08-02,Store_B,Electronics,559,25725.4,0
2023-08-02,Store_B,Groceries,407,2731.82,0
2023-08-02,Store_C,Apparel,420,7190.47,0
2023-08-02,Store_C,Electronics,627,28083.87,0
2023-08-02,Store_C,Groceries,465,2872.68,0
2023-08-03,Store_A,Apparel,418,7661.52,0
2023-08-03,Store_A,Electronics,713,32514.01,0
2023-08-03,Store_A,Groceries,588,3924.38,0
2023-08-03,Store_B,Apparel,302,5415.8,0
2023-08-03,Store_B,Electronics,477,21045.78,0
2023-08-03,Store_B,Groceries,406,2540.72,0
2023-08-03,Store_C,Apparel,297,5606.34,0
2023-08-03,Store_C,Electronics,622,28261.68,0
2023-08-03,Store_C,Groceries,483,3055.65,0
2023-08-04,Store_A,Apparel,386,6765.49,0
2023-08-04,Store_A,Electronics,671,30477.21,0
2023-08-04,Store_A,Groceries,511,3168.88,0
2023-08-04,Store_B,Apparel,263,4837.32,0
2023-08-04,Store_B,Electronics,395,16980.4,0
2023-08-04,Store_B,Groceries,367,2370.14,0
2023-08-04,Store_C,Apparel,307,5520.73,0
2023-08-04,Store_C,Electronics,497,22158.13,0
2023-08-04,Store_C,Groceries,449,2900.86,0
2023-08-05,Store_A,Apparel,369,6600.55,0
2023-08-05,Store_A,Electronics,698,29890.52,1
2023-08-05,Store_A,Groceries,405,2533.23,0
2023-08-05,Store_B,Apparel,266,4893.17,0
2023-08-05,Store_B,Electronics,372,16528.44,0
2023-08-05,Store_B,Groceries,310,2037.05,0
2023-08-05,Store_C,Apparel,284,5258.04,0
2023-08-05,Store_C,Electronics,452,20117.62,0
2023-08-05,Store_C,Groceries,345,2256.65,0
2023-08-06,Store_A,Apparel,276,5144.91,0
2023-08-06,Store_A,Electronics,476,21910.04,0
2023-08-06,Store_A,Groceries,416,2623.71,0
2023-08-06,Store_B,Apparel,247,4436.93,0
2023-08-06,Store_B,Electronics,400,18398.64,1
2023-08-06,Store_B,Groceries,300,1984.32,0
2023-08-06,Store_C,Apparel,260,4826.25,0
2023-08-06,Store_C,Electronics,457,21223.86,0
2023-08-06,Store_C,Groceries,330,2234.21,0
2023-08-07,Store_A,Apparel,352,6125.28,0
2023-08-07,Store_A,Electronics,676,29883.18,0
2023-08-07,Store_A,Groceries,483,3108.72,0
2023-08-07,Store_B,Apparel,298,5376.42,0
2023-08-07,Store_B,Electronics,457,20209.14,0
2023-08-07,Store_B,Groceries,351,2326.17,0
2023-08-07,Store_C,Apparel,339,6039.46,0
2023-08-07,Store_C,Electronics,557,23886.16,0
2023-08-07,Store_C,Groceries,351,2370.91,0
2023-08-08,Store_A,Apparel,469,8244.07,0
2023-08-08,Store_A,Electronics,822,37600.54,0
2023-08-08,Store_A,Groceries,603,4055.01,0
2023-08-08,Store_B,Apparel,447,7667.85,1
2023-08-08,Store_B,Electronics,561,25572.07,0
2023-08-08,Store_B,Groceries,645,4288.49,1
2023-08-08,Store_C,Apparel,402,7265.87,0
2023-08-08,Store_C,Electronics,677,29842.25,0
2023-08-08,Store_C,Groceries,524,3452.72,0
2023-08-09,Store_A,Apparel,498,8915.09,0
2023-08-09,Store_A,Electronics,812,36746.74,0
2023-08-09,Store_A,Groceries,507,3244.84,0
2023-08-09,Store_B,Apparel,325,5735.51,0
2023-08-09,Store_B,Electronics,584,26700.79,0
2023-08-09,Store_B,Groceries,584,3853.48,1
2023-08-09,Store_C,Apparel,422,7626.32,0
2023-08-09,Store_C,Electronics,620,28769.8,0
2023-08-09,Store_C,Groceries,535,3393.13,0
2023-08-10,Store_A,Apparel,448,8235.16,0
2023-08-10,Store_A,Electronics,680,30118.76,0
2023-08-10,Store_A,Groceries,547,3610.48,0
2023-08-10,Store_B,Apparel,291,5157.34,0
2023-08-10,Store_B,Electronics,512,23578.53,0
2023-08-10,Store_B,Groceries,371,2313.65,0
2023-08-10,Store_C,Apparel,376,6578.64,0
2023-08-10,Store_C,Electronics,606,28416.79,0
2023-08-10,Store_C,Groceries,489,3268.54,0
2023-08-11,Store_A,Apparel,391,6950.65,0
2023-08-11,Store_A,Electronics,588,25493.09,0
2023-08-11,Store_A,Groceries,467,3099.04,0
2023-08-11,Store_B,Apparel,272,4924.75,0
2023-08-11,Store_B,Electronics,549,25686.11,1
2023-08-11,Store_B,Groceries,362,2398.96,0
2023-08-11,Store_C,Apparel,350,6059.11,0
2023-08-11,Store_C,Electronics,491,21901.23,0
2023-08-11,Store_C,Groceries,461,2907.4,0
2023-08-12,Store_A,Apparel,398,7470.43,0
2023-08-12,Store_A,Electronics,496,21414.74,0
2023-08-12,Store_A,Groceries,461,3022.32,0
2023-08-12,Store_B,Apparel,243,4399.5,0
2023-08-12,Store_B,Electronics,366,16358.93,0
2023-08-12,Store_B,Groceries,431,2864.47,1
2023-08-12,Store_C,Apparel,270,4881.18,0
2023-08-12,Store_C,Electronics,440,20569.81,0
2023-08-12,Store_C,Groceries,410,2788.97,1
2023-08-13,Store_A,Apparel,307,5301.9,0
2023-08-13,Store_A,Electronics,504,23431.88,0
2023-08-13,Store_A,Groceries,398,2550.07,0
2023-08-13,Store_B,Apparel,245,4502.57,0
2023-08-13,Store_B,Electronics,332,14441.65,0
2023-08-13,Store_B,Groceries,274,1868.89,0
2023-08-13,Store_C,Apparel,254,4398.33,0
2023-08-13,Store_C,Electronics,408,17807.24,0
2023-08-13,Store_C,Groceries,346,2137.86,0
2023-08-14,Store_A,Apparel,380,6751.63,0
2023-08-14,Store_A,Electronics,620,29067.33,0
2023-08-14,Store_A,Groceries,601,3936.6,1
2023-08-14,Store_B,Apparel,304,5590.76,0
2023-08-14,Store_B,Electronics,388,17143.84,0
2023-08-14,Store_B,Groceries,336,2226.23,0
2023-08-14,Store_C,Apparel,330,5848.58,0
2023-08-14,Store_C,Electronics,492,21523.24,0
2023-08-14,Store_C,Groceries,446,2919.23,0
2023-08-15,Store_A,Apparel,435,7993.61,0
2023-08-15,Store_A,Electronics,789,36036.82,0
2023-08-15,Store_A,Groceries,583,3729.73,0
2023-08-15,Store_B,Apparel,376,6588.79,1
2023-08-15,Store_B,Electronics,553,24716.2,0
2023-08-15,Store_B,Groceries,423,2800.87,0
2023-08-15,Store_C,Apparel,394,6869.37,0
2023-08-15,Store_C,Electronics,596,27748.49,0
2023-08-15,Store_C,Groceries,431,2686.19,0
2023-08-16,Store_A,Apparel,482,8438.27,0
2023-08-16,Store_A,Electronics,779,33664.84,0
2023-08-16,Store_A,Groceries,544,3388.86,0
2023-08-16,Store_B,Apparel,333,6155.95,0
2023-08-16,Store_B,Electronics,530,24360.13,0
2023-08-16,Store_B,Groceries,427,2779.61,0
2023-08-16,Store_C,Apparel,379,6963.16,0
2023-08-16,Store_C,Electronics,612,28650.57,0
2023-08-16,Store_C,Groceries,493,3174.89,0
2023-08-17,Store_A,Apparel,443,8098.72,0
2023-08-17,Store_A,Electronics,593,26423.56,0
2023-08-17,Store_A,Groceries,579,3948.97,0
2023-08-17,Store_B,Apparel,295,5054.91,0
2023-08-17,Store_B,Electronics,534,22860.03,1
2023-08-17,Store_B,Groceries,388,2614.79,0
2023-08-17,Store_C,Apparel,392,7318.49,0
2023-08-17,Store_C,Electronics,525,22970.13,0
2023-08-17,Store_C,Groceries,433,2852.48,0
2023-08-18,Store_A,Apparel,425,7393.13,0
2023-08-18,Store_A,Electronics,656,30195.83,0
2023-08-18,Store_A,Groceries,547,3422.94,0
2023-08-18,Store_B,Apparel,236,4339.83,0
2023-08-18,Store_B,Electronics,415,18330.98,0
2023-08-18,Store_B,Groceries,348,2374.38,0
2023-08-18,Store_C,Apparel,353,6403.51,0
2023-08-18,Store_C,Electronics,551,23702.34,0
2023-08-18,Store_C,Groceries,434,2874.49,0
2023-08-19,Store_A,Apparel,297,5108.63,0
2023-08-19,Store_A,Electronics,481,22250.67,0
2023-08-19,Store_A,Groceries,417,2594.59,0
2023-08-19,Store_B,Apparel,252,4355.49,0
2023-08-19,Store_B,Electronics,474,21926.9,1
2023-08-19,Store_B,Groceries,262,1750.52,0
2023-08-19,Store_C,Apparel,267,4762.82,0
2023-08-19,Store_C,Electronics,434,18729.9,0
2023-08-19,Store_C,Groceries,288,1925.46,0
2023-08-20,Store_A,Apparel,301,5212.67,0
2023-08-20,Store_A,Electronics,464,20082.84,0
2023-08-20,Store_A,Groceries,416,2806.35,0
2023-08-20,Store_B,Apparel,220,4050.94,0
2023-08-20,Store_B,Electronics,345,15790.26,0
2023-08-20,Store_B,Groceries,272,1787.89,0
2023-08-20,Store_C,Apparel,259,4893.53,0
2023-08-20,Store_C,Electronics,412,18097.6,0
2023-08-20,Store_C,Groceries,360,2361.84,0
2023-08-21,Store_A,Apparel,391,7340.62,0
2023-08-21,Store_A,Electronics,602,25735.58,0
2023-08-21,Store_A,Groceries,446,2841.55,0
2023-08-21,Store_B,Apparel,276,4981.47,0
2023-08-21,Store_B,Electronics,458,21087.62,0
2023-08-21,Store_B,Groceries,339,2110.72,0
2023-08-21,Store_C,Apparel,371,6358.26,0
2023-08-21,Store_C,Electronics,509,23503.85,0
2023-08-21,Store_C,Groceries,393,2490.97,0
2023-08-22,Store_A,Apparel,471,8521.87,0
2023-08-22,Store_A,Electronics,804,36947.51,0
2023-08-22,Store_A,Groceries,523,3450.59,0
2023-08-22,Store_B,Apparel,363,6493.0,0
2023-08-22,Store_B,Electronics,496,23015.96,0
2023-08-22,Store_B,Groceries,409,2718.78,0
2023-08-22,Store_C,Apparel,392,6917.94,0
2023-08-22,Store_C,Electronics,602,27117.07,0
2023-08-22,Store_C,Groceries,503,3396.77,0
2023-08-23,Store_A,Apparel,470,8710.71,0
2023-08-23,Store_A,Electronics,891,39520.02,0
2023-08-23,Store_A,Groceries,576,3679.98,0
2023-08-23,Store_B,Apparel,346,6346.75,0
2023-08-23,Store_B,Electronics,444,20545.9,0
2023-08-23,Store_B,Groceries,400,2654.23,0
2023-08-23,Store_C,Apparel,414,7287.07,0
2023-08-23,Store_C,Electronics,627,28089.69,0
2023-08-23,Store_C,Groceries,489,3277.39,0
2023-08-24,Store_A,Apparel,434,7681.27,0
2023-08-24,Store_A,Electronics,678,29760.92,0
2023-08-24,Store_A,Groceries,526,3381.89,0
2023-08-24,Store_B,Apparel,297,5098.14,0
2023-08-24,Store_B,Electronics,463,21214.58,0
2023-08-24,Store_B,Groceries,340,2270.9,0
2023-08-24,Store_C,Apparel,343,6085.22,0
2023-08-24,Store_C,Electronics,542,24595.22,0
2023-08-24,Store_C,Groceries,596,3742.3,1
2023-08-25,Store_A,Apparel,364,6612.71,0
2023-08-25,Store_A,Electronics,593,25385.17,0
2023-08-25,Store_A,Groceries,685,4346.58,1
2023-08-25,Store_B,Apparel,294,5145.66,0
2023-08-25,Store_B,Electronics,428,19143.79,0
2023-08-25,Store_B,Groceries,518,3240.59,1
2023-08-25,Store_C,Apparel,323,5657.37,0
2023-08-25,Store_C,Electronics,562,26276.87,0
2023-08-25,Store_C,Groceries,337,2262.02,0
2023-08-26,Store_A,Apparel,362,6512.71,0
2023-08-26,Store_A,Electronics,527,23810.57,0
2023-08-26,Store_A,Groceries,414,2648.76,0
2023-08-26,Store_B,Apparel,257,4679.87,0
2023-08-26,Store_B,Electronics,361,17030.61,0
2023-08-26,Store_B,Groceries,284,1874.38,0
2023-08-26,Store_C,Apparel,309,5430.88,0
2023-08-26,Store_C,Electronics,456,19679.56,0
2023-08-26,Store_C,Groceries,332,2260.0,0
2023-08-27,Store_A,Apparel,433,8141.41,1
2023-08-27,Store_A,Electronics,498,23196.93,0
2023-08-27,Store_A,Groceries,376,2422.18,0
